member_type,rideable_type,trip_year,trip_month,trip_day_of_week,trip_hour,avg_ride_length_seconds,total_trips
casual,classic_bike,2024,2,1,12,1708,423
member,electric_bike,2024,4,4,18,597,1783
casual,electric_bike,2024,8,4,18,887,1711
member,electric_bike,2024,9,6,21,666,1050
casual,electric_bike,2024,12,4,3,277,14
member,electric_bike,2024,1,1,4,509,14
member,electric_bike,2024,2,3,22,527,175
casual,electric_bike,2024,3,7,4,496,26
casual,classic_bike,2024,5,7,19,1706,1163
casual,classic_bike,2024,9,4,11,2038,662
casual,classic_bike,2024,12,7,2,767,29
member,electric_bike,2024,1,5,9,558,565
casual,classic_bike,2024,2,4,4,1393,4
member,electric_bike,2024,4,7,10,685,1182
member,classic_bike,2024,8,2,0,1066,102
casual,electric_bike,2024,10,7,11,1218,1410
casual,electric_bike,2024,12,1,11,669,286
member,classic_bike,2024,2,4,10,800,570
casual,electric_bike,2024,6,6,14,1052,1242
member,classic_bike,2024,1,7,19,1393,176
casual,classic_bike,2024,4,6,14,2124,370
casual,classic_bike,2024,5,3,14,1565,473
casual,electric_bike,2024,5,2,17,971,1086
member,electric_bike,2024,7,1,19,806,1168
member,classic_bike,2024,7,2,8,716,2359
casual,electric_bike,2024,1,4,11,779,102
member,electric_bike,2024,8,5,16,769,3721
member,electric_bike,2024,9,2,16,711,3321
casual,classic_bike,2024,4,3,22,1389,131
casual,electric_bike,2024,5,5,9,835,542
casual,electric_bike,2024,6,2,9,808,467
member,electric_bike,2024,2,6,14,640,515
member,electric_bike,2024,3,3,14,601,793
casual,classic_bike,2024,3,5,9,1094,108
casual,classic_bike,2024,9,1,19,1809,1061
casual,electric_bike,2024,10,3,6,490,388
casual,classic_bike,2024,2,7,11,1423,231
member,classic_bike,2024,3,2,2,369,12
casual,electric_scooter,2024,9,4,12,635,548
casual,classic_bike,2024,9,3,13,1902,597
casual,classic_bike,2024,10,1,0,1593,383
member,classic_bike,2024,11,5,23,1310,151
member,classic_bike,2024,12,3,9,674,602
member,electric_bike,2024,12,2,20,531,496
casual,classic_bike,2024,8,5,4,3352,31
member,electric_bike,2024,10,5,5,514,344
casual,classic_bike,2024,10,1,23,1597,97
casual,electric_bike,2024,1,6,11,598,95
member,electric_bike,2024,2,2,9,689,360
casual,classic_bike,2024,3,6,16,1704,401
member,electric_bike,2024,11,3,15,625,1317
casual,electric_bike,2024,4,1,12,1324,1010
member,classic_bike,2024,5,4,7,738,2366
member,electric_bike,2024,1,2,17,616,947
casual,classic_bike,2024,4,5,21,1362,121
casual,classic_bike,2024,4,6,8,1672,202
casual,classic_bike,2024,5,3,8,1193,372
member,classic_bike,2024,9,7,13,873,1746
casual,electric_bike,2024,2,4,20,624,117
casual,electric_bike,2024,3,1,20,822,170
member,electric_bike,2024,5,3,18,693,1959
casual,classic_bike,2024,6,3,22,1466,506
casual,electric_bike,2024,2,3,10,643,119
casual,classic_bike,2024,3,7,3,1025,17
member,classic_bike,2024,8,7,21,941,1029
casual,electric_bike,2024,8,2,13,1010,903
casual,classic_bike,2024,9,1,8,2939,651
member,classic_bike,2024,10,6,18,786,2104
member,classic_bike,2024,11,3,18,629,1280
member,electric_bike,2024,5,4,5,581,373
member,electric_bike,2024,6,1,5,723,184
member,classic_bike,2024,2,5,2,935,20
casual,classic_bike,2024,3,4,11,1891,188
casual,classic_bike,2024,8,6,14,1932,1692
casual,classic_bike,2024,9,4,0,858,86
member,electric_bike,2024,11,5,20,612,528
member,classic_bike,2024,12,2,22,640,158
casual,electric_bike,2024,1,5,1,413,20
casual,classic_bike,2024,2,6,1,2626,31
member,classic_bike,2024,3,3,12,646,705
member,electric_bike,2024,7,6,17,811,2819
member,classic_bike,2024,7,1,13,921,1866
member,classic_bike,2024,10,5,8,669,2670
member,electric_bike,2024,2,1,22,677,187
member,electric_bike,2024,6,2,15,685,1616
casual,electric_scooter,2024,9,2,7,462,443
member,classic_bike,2024,1,6,21,599,174
casual,electric_bike,2024,2,5,7,598,170
member,classic_bike,2024,5,2,2,691,42
casual,electric_bike,2024,6,6,2,812,166
casual,classic_bike,2024,6,4,9,1912,510
casual,classic_bike,2024,10,2,10,1956,534
member,electric_bike,2024,1,3,4,576,28
member,classic_bike,2024,6,4,22,969,728
casual,electric_bike,2024,7,7,3,772,163
casual,electric_bike,2024,5,3,9,739,302
member,electric_bike,2024,9,6,1,625,172
member,classic_bike,2024,2,2,10,736,526
casual,electric_bike,2024,6,1,19,1135,1460
casual,electric_bike,2024,6,7,12,1171,2082
casual,electric_bike,2024,7,4,11,998,757
casual,electric_bike,2024,11,5,4,406,30
casual,electric_bike,2024,12,2,4,406,19
casual,classic_bike,2024,1,6,9,932,47
casual,classic_bike,2024,7,5,12,2207,1163
member,electric_bike,2024,8,6,9,692,1570
casual,classic_bike,2024,8,2,12,2072,863
member,electric_bike,2024,9,3,9,610,1226
member,electric_bike,2024,10,4,18,668,3259
member,electric_bike,2024,11,1,18,612,900
member,electric_bike,2024,11,6,7,598,1199
member,classic_bike,2024,2,6,12,737,932
member,electric_bike,2024,3,3,11,796,586
member,electric_bike,2024,4,2,15,687,1695
member,electric_bike,2024,4,5,16,640,2126
casual,electric_bike,2024,4,7,5,842,31
member,classic_bike,2024,5,1,15,1010,1611
member,electric_scooter,2024,9,1,22,632,213
member,electric_bike,2024,7,5,7,659,1566
casual,classic_bike,2024,5,7,10,2434,1637
casual,electric_bike,2024,10,4,2,679,80
casual,electric_bike,2024,2,1,5,795,10
casual,classic_bike,2024,12,5,2,522,5
member,classic_bike,2024,1,7,8,749,190
casual,classic_bike,2024,5,6,23,2029,547
member,classic_bike,2024,7,3,18,840,3416
casual,electric_bike,2024,10,3,15,784,930
member,electric_bike,2024,6,7,21,741,1153
casual,electric_bike,2024,8,3,0,882,235
member,classic_bike,2024,9,4,21,772,922
casual,electric_bike,2024,3,7,13,1014,827
member,classic_bike,2024,3,6,4,730,34
member,classic_bike,2024,4,3,4,796,51
casual,classic_bike,2024,10,7,16,2032,1844
casual,classic_bike,2024,11,4,16,1444,352
casual,electric_bike,2024,4,5,14,746,359
member,classic_bike,2024,11,6,10,610,831
member,electric_bike,2024,12,3,7,530,1122
casual,classic_bike,2024,1,5,22,1504,44
member,electric_bike,2024,2,6,11,810,373
member,classic_bike,2024,4,5,18,833,1384
member,electric_bike,2024,4,7,21,693,695
member,electric_bike,2024,5,1,13,807,1215
casual,classic_bike,2024,11,7,8,1367,242
member,electric_bike,2024,3,5,2,504,38
casual,electric_bike,2024,6,2,6,553,322
casual,electric_bike,2024,8,7,19,1028,1878
member,electric_bike,2024,10,6,15,740,2380
member,electric_bike,2024,10,1,3,613,169
member,classic_bike,2024,1,4,16,913,1432
casual,classic_bike,2024,1,1,3,977,10
member,electric_bike,2024,4,3,2,469,52
member,classic_bike,2024,6,6,19,863,1654
member,classic_bike,2024,6,1,7,1032,496
member,electric_scooter,2024,9,2,9,431,422
casual,electric_bike,2024,12,5,19,556,132
casual,electric_bike,2024,7,6,16,1141,2083
member,classic_bike,2024,9,2,7,686,1975
casual,electric_bike,2024,1,1,22,413,47
casual,classic_bike,2024,4,2,6,626,76
member,classic_bike,2024,2,1,23,537,114
casual,electric_bike,2024,3,5,22,604,159
casual,electric_bike,2024,4,2,22,694,244
member,classic_bike,2024,7,5,9,797,1161
casual,electric_scooter,2024,9,1,20,1021,609
casual,classic_bike,2024,11,5,17,789,310
member,electric_bike,2024,1,6,19,585,305
member,classic_bike,2024,4,4,8,719,1411
member,electric_bike,2024,4,4,12,540,825
casual,electric_bike,2024,4,6,1,733,62
member,electric_bike,2024,7,2,15,714,1973
member,classic_bike,2024,7,3,4,591,51
casual,classic_bike,2024,8,1,8,2201,519
casual,classic_bike,2024,10,5,19,1039,615
member,classic_bike,2024,11,1,4,597,27
casual,classic_bike,2024,2,2,22,1842,71
member,electric_bike,2024,2,6,5,575,78
member,electric_bike,2024,5,6,19,789,2033
member,electric_bike,2024,11,7,11,755,1256
member,classic_bike,2024,1,6,7,636,437
member,classic_bike,2024,2,7,16,728,795
member,classic_bike,2024,4,6,19,793,974
member,electric_bike,2024,4,2,1,600,70
casual,classic_bike,2024,12,2,10,984,95
casual,classic_bike,2024,4,1,2,2860,60
casual,classic_bike,2024,6,6,0,2376,261
member,classic_bike,2024,7,7,20,974,1194
member,classic_bike,2024,8,4,20,851,1581
member,classic_bike,2024,6,7,0,862,456
casual,electric_bike,2024,7,2,14,1149,1145
member,electric_bike,2024,1,5,18,573,704
casual,classic_bike,2024,1,7,10,1152,68
casual,electric_bike,2024,1,1,5,602,5
casual,classic_bike,2024,2,4,10,1414,124
casual,electric_bike,2024,5,5,0,888,223
casual,electric_bike,2024,6,2,0,931,279
member,electric_bike,2024,7,4,20,769,1994
member,electric_bike,2024,8,1,20,773,1071
casual,electric_bike,2024,4,4,13,802,350
member,classic_bike,2024,5,7,8,933,954
casual,electric_bike,2024,5,5,23,807,351
casual,electric_bike,2024,6,2,23,778,271
casual,classic_bike,2024,1,4,18,816,145
casual,classic_bike,2024,7,4,8,1029,685
member,electric_bike,2024,10,3,14,664,1382
member,classic_bike,2024,10,4,4,751,53
casual,classic_bike,2024,6,7,1,1744,471
member,electric_bike,2024,6,3,19,696,2006
casual,classic_bike,2024,10,5,2,1019,27
member,electric_bike,2024,12,4,11,689,463
casual,classic_bike,2024,1,2,7,475,49
member,classic_bike,2024,6,7,23,883,508
member,electric_bike,2024,8,2,7,640,1463
casual,electric_bike,2024,9,5,6,541,434
casual,electric_bike,2024,10,2,11,1027,552
member,classic_bike,2024,10,1,12,930,1604
casual,classic_bike,2024,11,6,4,744,27
casual,electric_bike,2024,12,6,23,549,109
casual,classic_bike,2024,12,1,23,1412,28
member,electric_bike,2024,1,1,13,551,346
member,electric_bike,2024,6,6,11,711,1109
member,electric_bike,2024,10,7,19,682,1211
casual,electric_bike,2024,11,1,2,591,146
member,classic_bike,2024,12,5,0,558,28
member,electric_bike,2024,5,2,14,708,1099
casual,classic_bike,2024,6,5,13,2084,923
casual,electric_bike,2024,8,5,14,1024,1173
casual,electric_bike,2024,9,2,14,1148,1313
member,electric_bike,2024,1,7,6,656,74
casual,classic_bike,2024,4,4,17,1711,493
casual,classic_bike,2024,5,1,17,2090,1717
member,electric_bike,2024,7,3,16,730,3568
member,classic_bike,2024,11,5,9,633,724
casual,classic_bike,2024,12,3,11,1322,113
member,electric_bike,2024,5,5,9,608,1496
casual,classic_bike,2024,5,5,22,1417,423
member,electric_bike,2024,12,5,21,538,251
casual,classic_bike,2024,2,3,9,1753,167
casual,classic_bike,2024,6,1,8,2101,632
casual,electric_bike,2024,8,4,4,547,58
casual,electric_bike,2024,9,1,4,813,178
member,classic_bike,2024,9,5,22,819,593
casual,classic_bike,2024,2,1,18,1679,180
member,electric_scooter,2024,9,6,11,490,340
casual,classic_bike,2024,3,3,1,968,4
member,classic_bike,2024,7,6,19,951,1849
member,classic_bike,2024,10,5,14,692,1439
member,classic_bike,2024,11,7,20,1075,449
casual,classic_bike,2024,11,2,2,5098,16
member,classic_bike,2024,4,1,16,1032,1246
casual,classic_bike,2024,6,2,18,1924,1552
casual,classic_bike,2024,8,4,0,2271,122
member,electric_bike,2024,1,2,3,668,24
casual,electric_scooter,2024,9,3,8,502,656
casual,electric_bike,2024,9,3,15,861,861
casual,classic_bike,2024,9,5,10,1904,511
member,classic_bike,2024,9,3,11,642,1021
member,electric_bike,2024,11,4,19,568,674
member,classic_bike,2024,12,2,5,668,129
member,electric_bike,2024,1,2,23,920,81
member,electric_bike,2024,5,7,20,759,869
member,classic_bike,2024,5,3,3,602,14
member,electric_bike,2024,6,4,20,792,1597
member,classic_bike,2024,9,1,20,779,812
member,electric_bike,2024,10,4,4,589,73
casual,electric_bike,2024,6,5,15,1042,1220
casual,electric_bike,2024,8,3,23,837,309
casual,electric_bike,2024,10,6,16,909,1512
member,classic_bike,2024,10,3,3,941,24
casual,classic_bike,2024,3,1,10,1842,495
member,electric_bike,2024,4,7,4,554,65
casual,classic_bike,2024,5,6,0,1591,166
member,electric_bike,2024,8,7,13,892,2408
member,classic_bike,2024,6,3,18,882,2922
member,classic_bike,2024,6,4,8,747,2123
member,classic_bike,2024,7,4,5,770,398
member,classic_bike,2024,8,1,5,811,63
casual,electric_bike,2024,11,6,8,580,421
casual,electric_bike,2024,12,3,8,473,260
member,electric_bike,2024,3,7,13,745,1342
member,classic_bike,2024,3,7,8,882,585
member,electric_scooter,2024,9,1,5,450,30
member,electric_bike,2024,7,1,5,711,150
member,classic_bike,2024,8,3,19,890,1781
casual,electric_scooter,2024,9,5,22,738,501
member,electric_bike,2024,11,2,5,490,196
member,classic_bike,2024,12,4,19,542,355
member,electric_bike,2024,12,6,22,527,221
casual,electric_bike,2024,12,6,0,654,42
member,classic_bike,2024,3,4,16,764,1629
member,classic_bike,2024,9,5,2,804,36
casual,classic_bike,2024,3,5,15,1311,273
member,classic_bike,2024,8,6,11,811,1626
casual,electric_bike,2024,8,6,15,1083,2221
member,classic_bike,2024,6,5,9,768,1254
member,classic_bike,2024,7,2,14,746,1381
casual,electric_bike,2024,9,7,20,923,810
member,electric_bike,2024,8,5,22,704,1191
member,electric_bike,2024,9,2,22,645,764
casual,classic_bike,2024,12,1,0,835,67
member,classic_bike,2024,5,5,17,893,3432
member,classic_bike,2024,6,2,17,846,3570
casual,electric_scooter,2024,9,7,13,788,917
casual,electric_bike,2024,10,7,17,979,1431
casual,electric_bike,2024,11,4,17,609,579
casual,electric_bike,2024,12,1,17,700,230
member,electric_bike,2024,10,2,13,582,1216
member,classic_bike,2024,12,7,11,729,477
casual,electric_bike,2024,5,7,14,1346,1664
member,classic_bike,2024,5,2,19,833,1419
casual,classic_bike,2024,6,5,10,2275,621
member,classic_bike,2024,7,7,23,1106,496
member,classic_bike,2024,8,5,10,767,1142
member,electric_bike,2024,8,4,21,712,1302
casual,electric_bike,2024,9,2,11,1125,918
casual,electric_bike,2024,11,7,15,908,750
member,electric_bike,2024,5,1,7,919,321
member,electric_bike,2024,7,6,11,716,1306
casual,classic_bike,2024,1,2,4,1044,3
casual,electric_bike,2024,7,4,5,595,141
member,classic_bike,2024,9,4,15,744,1714
casual,classic_bike,2024,10,3,11,1958,471
casual,electric_bike,2024,2,1,22,596,102
member,electric_bike,2024,5,6,16,758,3088
casual,electric_bike,2024,8,7,5,756,166
casual,electric_bike,2024,1,4,0,714,30
casual,electric_bike,2024,5,2,5,580,65
member,electric_bike,2024,7,2,12,639,1409
member,electric_bike,2024,10,3,17,724,4116
member,electric_bike,2024,11,1,4,655,71
member,classic_bike,2024,5,7,5,1136,90
casual,electric_bike,2024,6,2,20,925,983
member,classic_bike,2024,6,4,5,732,327
casual,electric_bike,2024,11,3,16,623,590
casual,electric_bike,2024,12,2,21,636,134
casual,classic_bike,2024,4,3,10,1886,334
casual,classic_bike,2024,8,3,16,1480,1089
member,electric_bike,2024,9,4,13,618,1468
member,classic_bike,2024,12,6,7,685,382
member,classic_bike,2024,12,5,20,647,188
member,classic_bike,2024,1,2,5,807,157
member,classic_bike,2024,5,6,18,881,2930
member,classic_bike,2024,7,7,0,785,309
casual,classic_bike,2024,10,4,21,1073,398
casual,electric_bike,2024,6,4,14,952,1087
member,electric_bike,2024,7,7,21,801,1181
member,classic_bike,2024,8,4,23,839,355
casual,electric_bike,2024,8,5,11,950,768
member,electric_bike,2024,9,1,21,725,883
casual,classic_bike,2024,9,3,19,1365,826
member,electric_bike,2024,1,1,16,597,266
member,electric_bike,2024,4,2,21,573,669
member,electric_bike,2024,4,5,10,577,641
member,electric_bike,2024,8,3,11,613,1015
casual,electric_bike,2024,10,7,0,676,576
member,electric_bike,2024,1,6,2,513,17
casual,classic_bike,2024,5,5,19,1469,944
casual,electric_bike,2024,6,7,6,859,255
member,classic_bike,2024,6,7,20,999,1114
casual,classic_bike,2024,7,7,0,2139,537
casual,classic_bike,2024,7,1,7,2275,205
member,classic_bike,2024,8,7,15,965,2310
casual,electric_bike,2024,8,2,19,864,1154
member,electric_bike,2024,8,2,4,651,91
casual,classic_bike,2024,9,6,11,1912,846
member,electric_bike,2024,12,5,18,597,766
member,electric_bike,2024,6,3,16,735,2973
casual,electric_bike,2024,10,1,7,1081,483
member,classic_bike,2024,7,3,1,656,60
casual,electric_bike,2024,10,5,6,478,376
member,classic_bike,2024,10,4,7,710,2380
member,classic_bike,2024,11,1,7,837,250
casual,electric_bike,2024,11,2,6,498,175
casual,classic_bike,2024,9,2,12,2133,1504
casual,electric_bike,2024,4,7,22,912,492
casual,electric_bike,2024,10,2,14,1097,791
member,electric_bike,2024,1,7,9,686,233
member,electric_bike,2024,3,5,19,585,906
casual,classic_bike,2024,4,7,9,2058,546
casual,classic_bike,2024,5,4,9,1833,440
member,electric_bike,2024,7,3,19,698,1919
member,electric_bike,2024,10,1,23,718,260
member,classic_bike,2024,3,1,21,651,271
member,electric_bike,2024,5,7,23,733,625
member,electric_bike,2024,6,5,10,709,950
casual,classic_bike,2024,8,6,8,1329,610
member,classic_bike,2024,9,1,23,872,267
casual,electric_bike,2024,11,1,22,688,193
casual,electric_bike,2024,1,2,6,471,53
casual,classic_bike,2024,1,4,1,820,12
member,classic_bike,2024,7,4,8,732,2873
member,electric_bike,2024,8,1,6,722,273
member,classic_bike,2024,9,3,8,751,2483
member,classic_bike,2024,10,2,13,654,1129
casual,electric_bike,2024,11,4,0,517,92
member,electric_scooter,2024,9,3,10,449,259
member,electric_scooter,2024,9,4,0,647,1
casual,electric_bike,2024,3,7,7,895,94
member,classic_bike,2024,3,6,10,857,514
member,classic_bike,2024,7,6,16,827,2436
casual,classic_bike,2024,8,4,23,1984,335
casual,classic_bike,2024,10,5,5,713,63
member,electric_bike,2024,8,5,5,532,402
casual,electric_bike,2024,2,7,15,752,126
member,classic_bike,2024,4,6,2,361,13
casual,electric_bike,2024,5,5,20,804,865
casual,electric_bike,2024,8,6,18,971,2209
casual,electric_scooter,2024,9,3,11,622,357
casual,electric_bike,2024,9,3,18,813,1230
casual,electric_bike,2024,11,5,21,549,195
casual,classic_bike,2024,12,3,17,823,168
member,electric_bike,2024,4,7,7,658,335
casual,classic_bike,2024,7,6,16,1726,2098
casual,electric_bike,2024,9,5,3,584,48
member,electric_bike,2024,10,6,9,602,1221
member,electric_bike,2024,11,3,9,583,1049
member,classic_bike,2024,5,4,13,773,1610
member,classic_bike,2024,6,1,13,1058,2516
member,classic_bike,2024,8,4,0,1008,108
member,classic_bike,2024,9,1,0,855,508
member,classic_bike,2024,10,3,0,723,86
member,classic_bike,2024,2,4,21,615,433
member,classic_bike,2024,6,5,12,772,1337
member,electric_bike,2024,6,4,23,837,475
casual,electric_bike,2024,10,4,22,635,446
casual,classic_bike,2024,11,2,19,788,190
member,electric_bike,2024,7,4,6,577,1176
member,electric_bike,2024,10,2,10,683,864
member,electric_bike,2024,1,5,12,548,438
member,electric_bike,2024,6,7,15,817,2090
casual,classic_bike,2024,2,5,20,1187,146
member,classic_bike,2024,3,5,20,797,550
casual,electric_bike,2024,4,4,7,522,338
casual,classic_bike,2024,7,7,23,1802,758
member,classic_bike,2024,8,3,16,778,2504
casual,electric_bike,2024,9,6,10,1074,615
member,electric_bike,2024,2,5,4,778,44
member,electric_bike,2024,3,2,4,566,51
casual,classic_bike,2024,3,5,12,1708,212
member,electric_bike,2024,4,6,0,484,176
casual,classic_bike,2024,8,7,15,1931,3400
member,classic_bike,2024,12,7,14,688,613
member,classic_bike,2024,1,6,1,590,23
member,classic_bike,2024,2,7,13,726,801
member,classic_bike,2024,3,4,13,690,732
member,classic_bike,2024,4,1,13,994,1405
casual,electric_bike,2024,11,4,14,642,426
casual,electric_bike,2024,12,1,14,850,334
casual,classic_bike,2024,4,5,4,759,7
casual,classic_bike,2024,5,2,4,1088,17
casual,electric_bike,2024,1,3,10,515,60
casual,classic_bike,2024,1,5,5,792,11
member,classic_bike,2024,3,7,14,919,1479
casual,classic_bike,2024,4,6,11,1674,379
casual,electric_bike,2024,7,7,6,957,223
member,classic_bike,2024,10,3,17,820,4194
casual,electric_bike,2024,1,5,21,535,71
casual,classic_bike,2024,1,7,16,1094,89
casual,electric_bike,2024,3,6,3,409,15
casual,electric_bike,2024,5,5,6,568,265
member,electric_bike,2024,3,6,3,541,45
casual,classic_bike,2024,3,2,20,1450,186
member,classic_bike,2024,4,2,20,779,921
casual,classic_bike,2024,6,1,14,2083,3159
member,electric_bike,2024,1,7,23,560,77
casual,classic_bike,2024,2,7,8,1035,88
casual,classic_bike,2024,3,4,8,1001,192
member,electric_bike,2024,5,2,20,648,791
member,electric_bike,2024,9,2,5,554,355
member,electric_bike,2024,2,4,0,623,50
casual,electric_bike,2024,3,4,15,737,398
casual,electric_bike,2024,4,1,15,1271,1196
